index,image_id,label
0,test-cbb-151.jpg,0
1,test-cmd-265.jpg,3
2,test-cgm-251.jpg,2
3,test-cbsd-382.jpg,1
4,test-cmd-259.jpg,3
5,test-cmd-581.jpg,3
6,test-cmd-546.jpg,3
7,test-cmd-342.jpg,3
8,test-cgm-59.jpg,2
9,test-cgm-24.jpg,2
10,test-cmd-727.jpg,3
11,test-cmd-826.jpg,3
12,test-cmd-657.jpg,3
13,test-cbsd-22.jpg,1
14,test-cmd-734.jpg,3
15,test-cbb-61.jpg,0
16,test-cgm-95.jpg,2
17,test-cmd-608.jpg,3
18,test-cmd-409.jpg,3
19,test-cmd-355.jpg,3
20,test-cbsd-37.jpg,1
21,test-cbsd-199.jpg,1
22,test-healthy-11.jpg,4
23,test-cbsd-345.jpg,1
24,test-cbb-125.jpg,0
25,test-cgm-207.jpg,2
26,test-cbsd-158.jpg,1
27,test-cgm-19.jpg,2
28,test-cbsd-185.jpg,1
29,test-cgm-165.jpg,2
30,test-cmd-160.jpg,3
31,test-cmd-538.jpg,3
32,test-healthy-99.jpg,4
33,test-cmd-83.jpg,3
34,test-cmd-450.jpg,3
35,test-cbb-118.jpg,0
36,test-cmd-611.jpg,3
37,test-cbsd-343.jpg,1
38,test-cmd-515.jpg,3
39,test-cgm-200.jpg,2
40,test-cmd-441.jpg,3
41,test-cmd-210.jpg,3
42,test-cmd-702.jpg,3
43,test-cbsd-30.jpg,1
44,test-cgm-160.jpg,2
45,test-cgm-179.jpg,2
46,test-cmd-3.jpg,3
47,test-cmd-436.jpg,3
48,test-cmd-718.jpg,3
49,test-cgm-257.jpg,2
50,test-cmd-773.jpg,3
51,test-cmd-61.jpg,3
52,test-cbsd-471.jpg,1
53,test-cmd-431.jpg,3
54,test-cgm-4.jpg,2
55,test-cgm-36.jpg,2
56,test-healthy-79.jpg,4
57,test-cbsd-445.jpg,1
58,test-cmd-130.jpg,3
59,test-cmd-508.jpg,3
60,test-cbsd-133.jpg,1
61,test-cmd-527.jpg,3
62,test-healthy-100.jpg,4
63,test-cmd-424.jpg,3
64,test-cmd-304.jpg,3
65,test-cbsd-219.jpg,1
66,test-cmd-373.jpg,3
67,test-cbsd-136.jpg,1
68,test-cmd-205.jpg,3
69,test-cgm-148.jpg,2
70,test-healthy-95.jpg,4
71,test-cmd-332.jpg,3
72,test-cgm-171.jpg,2
73,test-cgm-227.jpg,2
74,test-cbsd-245.jpg,1
75,test-cmd-402.jpg,3
76,test-cmd-877.jpg,3
77,test-cmd-298.jpg,3
78,test-cbsd-450.jpg,1
79,test-cbsd-431.jpg,1
80,test-cbsd-0.jpg,1
81,test-cmd-49.jpg,3
82,test-cmd-565.jpg,3
83,test-cbsd-223.jpg,1
84,test-cbsd-81.jpg,1
85,test-cgm-42.jpg,2
86,test-cbsd-468.jpg,1
87,test-cmd-615.jpg,3
88,test-cbb-22.jpg,0
89,test-cmd-26.jpg,3
90,test-cbsd-398.jpg,1
91,test-cmd-787.jpg,3
92,test-cbsd-405.jpg,1
93,test-healthy-26.jpg,4
94,test-cbsd-122.jpg,1
95,test-cmd-795.jpg,3
96,test-cmd-388.jpg,3
97,test-cbsd-225.jpg,1
98,test-cbsd-236.jpg,1
99,test-cmd-314.jpg,3
100,test-cmd-473.jpg,3
101,test-cbsd-178.jpg,1
102,test-cgm-78.jpg,2
103,test-cmd-471.jpg,3
104,test-cmd-879.jpg,3
105,test-cbsd-187.jpg,1
106,test-cbsd-281.jpg,1
107,test-cmd-307.jpg,3
108,test-cbsd-182.jpg,1
109,test-cbsd-270.jpg,1
110,test-healthy-33.jpg,4
111,test-cmd-369.jpg,3
112,test-cmd-317.jpg,3
113,test-cbb-73.jpg,0
114,test-cbb-71.jpg,0
115,test-healthy-49.jpg,4
116,test-cmd-567.jpg,3
117,test-cbsd-290.jpg,1
118,test-cmd-511.jpg,3
119,test-cmd-350.jpg,3
120,test-healthy-63.jpg,4
121,test-cmd-215.jpg,3
122,test-cmd-387.jpg,3
123,test-cbsd-397.jpg,1
124,test-cgm-158.jpg,2
125,test-cbsd-294.jpg,1
126,test-cbsd-79.jpg,1
127,test-cbb-117.jpg,0
128,test-cmd-62.jpg,3
129,test-cmd-309.jpg,3
130,test-cmd-823.jpg,3
131,test-cmd-262.jpg,3
132,test-cmd-451.jpg,3
133,test-cmd-47.jpg,3
134,test-cbb-81.jpg,0
135,test-cbsd-5.jpg,1
136,test-cmd-843.jpg,3
137,test-cbsd-32.jpg,1
138,test-cmd-325.jpg,3
139,test-cmd-144.jpg,3
140,test-healthy-50.jpg,4
141,test-cmd-68.jpg,3
142,test-cmd-525.jpg,3
143,test-cmd-848.jpg,3
144,test-cbb-2.jpg,0
145,test-cmd-324.jpg,3
146,test-cbsd-475.jpg,1
147,test-cgm-178.jpg,2
148,test-cmd-703.jpg,3
149,test-cbsd-76.jpg,1
150,test-healthy-5.jpg,4
151,test-healthy-15.jpg,4
152,test-healthy-56.jpg,4
153,test-cbb-56.jpg,0
154,test-cmd-52.jpg,3
155,test-healthy-70.jpg,4
156,test-cgm-228.jpg,2
157,test-cmd-769.jpg,3
158,test-cmd-838.jpg,3
159,test-cbb-128.jpg,0
160,test-cbsd-92.jpg,1
161,test-cbb-149.jpg,0
162,test-cmd-806.jpg,3
163,test-cmd-99.jpg,3
164,test-cmd-660.jpg,3
165,test-cgm-131.jpg,2
166,test-cbsd-19.jpg,1
167,test-cmd-376.jpg,3
168,test-cmd-297.jpg,3
169,test-cmd-27.jpg,3
170,test-cbsd-479.jpg,1
171,test-cmd-856.jpg,3
172,test-healthy-90.jpg,4
173,test-cgm-235.jpg,2
174,test-cmd-562.jpg,3
175,test-cmd-190.jpg,3
176,test-cbsd-265.jpg,1
177,test-cmd-779.jpg,3
178,test-cmd-759.jpg,3
179,test-cgm-30.jpg,2
180,test-cgm-136.jpg,2
181,test-healthy-0.jpg,4
182,test-cmd-688.jpg,3
183,test-cbsd-224.jpg,1
184,test-cmd-772.jpg,3
185,test-cmd-457.jpg,3
186,test-cmd-832.jpg,3
187,test-cbsd-67.jpg,1
188,test-cmd-762.jpg,3
189,test-cmd-335.jpg,3
190,test-cmd-112.jpg,3
191,test-cbb-0.jpg,0
192,test-cmd-839.jpg,3
193,test-cbsd-406.jpg,1
194,test-cbsd-128.jpg,1
195,test-cmd-751.jpg,3
196,test-cmd-111.jpg,3
197,test-cmd-367.jpg,3
198,test-cbsd-247.jpg,1
199,test-cmd-195.jpg,3
200,test-cbb-70.jpg,0
201,test-cbsd-106.jpg,1
202,test-cmd-855.jpg,3
203,test-cmd-673.jpg,3
204,test-cbb-41.jpg,0
205,test-cmd-294.jpg,3
206,test-cgm-126.jpg,2
207,test-cbsd-304.jpg,1
208,test-cmd-188.jpg,3
209,test-cbsd-254.jpg,1
210,test-cbsd-157.jpg,1
211,test-cgm-240.jpg,2
212,test-cgm-54.jpg,2
213,test-cmd-831.jpg,3
214,test-cmd-535.jpg,3
215,test-cmd-455.jpg,3
216,test-cbsd-41.jpg,1
217,test-cmd-354.jpg,3
218,test-cgm-117.jpg,2
219,test-cmd-362.jpg,3
220,test-cbb-90.jpg,0
221,test-healthy-62.jpg,4
222,test-cbsd-213.jpg,1
223,test-cmd-237.jpg,3
224,test-cbsd-63.jpg,1
225,test-cmd-142.jpg,3
226,test-cmd-509.jpg,3
227,test-cmd-786.jpg,3
228,test-cmd-203.jpg,3
229,test-cbsd-267.jpg,1
230,test-cbsd-253.jpg,1
231,test-cmd-624.jpg,3
232,test-cbb-146.jpg,0
233,test-cmd-587.jpg,3
234,test-healthy-44.jpg,4
235,test-cbsd-46.jpg,1
236,test-cbsd-439.jpg,1
237,test-cbsd-395.jpg,1
238,test-cbsd-273.jpg,1
239,test-cmd-263.jpg,3
240,test-cmd-858.jpg,3
241,test-cbsd-97.jpg,1
242,test-cmd-415.jpg,3
243,test-cgm-14.jpg,2
244,test-cmd-594.jpg,3
245,test-cmd-201.jpg,3
246,test-cmd-447.jpg,3
247,test-cmd-765.jpg,3
248,test-cmd-390.jpg,3
249,test-cmd-745.jpg,3
250,test-cmd-748.jpg,3
251,test-cbsd-160.jpg,1
252,test-cbsd-201.jpg,1
253,test-cbb-53.jpg,0
254,test-cmd-187.jpg,3
255,test-cmd-371.jpg,3
256,test-healthy-52.jpg,4
257,test-cmd-76.jpg,3
258,test-cbsd-220.jpg,1
259,test-healthy-84.jpg,4
260,test-cmd-716.jpg,3
261,test-cbb-142.jpg,0
262,test-cbsd-305.jpg,1
263,test-healthy-75.jpg,4
264,test-cbb-17.jpg,0
265,test-cmd-514.jpg,3
266,test-cgm-5.jpg,2
267,test-cmd-557.jpg,3
268,test-cgm-31.jpg,2
269,test-cgm-72.jpg,2
270,test-cbb-114.jpg,0
271,test-cgm-23.jpg,2
272,test-cgm-27.jpg,2
273,test-cbsd-150.jpg,1
274,test-cmd-11.jpg,3
275,test-cmd-98.jpg,3
276,test-cbb-62.jpg,0
277,test-cmd-811.jpg,3
278,test-cmd-517.jpg,3
279,test-cmd-180.jpg,3
280,test-cmd-177.jpg,3
281,test-cbsd-140.jpg,1
282,test-cmd-95.jpg,3
283,test-cgm-245.jpg,2
284,test-cmd-445.jpg,3
285,test-cmd-729.jpg,3
286,test-cmd-184.jpg,3
287,test-cmd-193.jpg,3
288,test-cmd-607.jpg,3
289,test-cgm-79.jpg,2
290,test-cmd-619.jpg,3
291,test-cbsd-35.jpg,1
292,test-cmd-277.jpg,3
293,test-cbsd-121.jpg,1
294,test-cbsd-51.jpg,1
295,test-cbsd-200.jpg,1
296,test-cbsd-444.jpg,1
297,test-cmd-287.jpg,3
298,test-cmd-573.jpg,3
299,test-cgm-101.jpg,2
300,test-cbsd-50.jpg,1
301,test-cbsd-190.jpg,1
302,test-cmd-446.jpg,3
303,test-cmd-658.jpg,3
304,test-cmd-427.jpg,3
305,test-cbsd-453.jpg,1
306,test-cbsd-318.jpg,1
307,test-cgm-60.jpg,2
308,test-cbsd-194.jpg,1
309,test-cgm-133.jpg,2
310,test-cgm-46.jpg,2
311,test-cbsd-240.jpg,1
312,test-cmd-763.jpg,3
313,test-healthy-37.jpg,4
314,test-healthy-88.jpg,4
315,test-cgm-104.jpg,2
316,test-cmd-571.jpg,3
317,test-cmd-140.jpg,3
318,test-cmd-456.jpg,3
319,test-cbsd-434.jpg,1
320,test-cmd-512.jpg,3
321,test-cmd-256.jpg,3
322,test-cmd-219.jpg,3
323,test-cgm-55.jpg,2
324,test-cbsd-423.jpg,1
325,test-cmd-694.jpg,3
326,test-cbsd-33.jpg,1
327,test-cmd-107.jpg,3
328,test-cbsd-10.jpg,1
329,test-cbsd-138.jpg,1
330,test-cbsd-89.jpg,1
331,test-healthy-53.jpg,4
332,test-cmd-820.jpg,3
333,test-cmd-545.jpg,3
334,test-cbb-121.jpg,0
335,test-healthy-78.jpg,4
336,test-cmd-606.jpg,3
337,test-healthy-21.jpg,4
338,test-cbb-34.jpg,0
339,test-cmd-680.jpg,3
340,test-cmd-829.jpg,3
341,test-cbb-51.jpg,0
342,test-cgm-177.jpg,2
343,test-cbsd-43.jpg,1
344,test-cmd-419.jpg,3
345,test-cmd-671.jpg,3
346,test-cmd-749.jpg,3
347,test-cmd-150.jpg,3
348,test-cbb-44.jpg,0
349,test-cmd-426.jpg,3
350,test-cmd-288.jpg,3
351,test-cmd-755.jpg,3
352,test-cmd-553.jpg,3
353,test-cbsd-177.jpg,1
354,test-cmd-845.jpg,3
355,test-cmd-841.jpg,3
356,test-cbsd-303.jpg,1
357,test-cbsd-90.jpg,1
358,test-cbb-115.jpg,0
359,test-cbb-27.jpg,0
360,test-cmd-723.jpg,3
361,test-cmd-127.jpg,3
362,test-cmd-310.jpg,3
363,test-cgm-122.jpg,2
364,test-cmd-417.jpg,3
365,test-cbsd-228.jpg,1
366,test-cgm-164.jpg,2
367,test-cbb-69.jpg,0
368,test-cmd-185.jpg,3
369,test-cmd-233.jpg,3
370,test-cmd-681.jpg,3
371,test-cbsd-394.jpg,1
372,test-cmd-329.jpg,3
373,test-cbsd-24.jpg,1
374,test-cmd-380.jpg,3
375,test-cbsd-258.jpg,1
376,test-cbsd-129.jpg,1
377,test-cgm-74.jpg,2
378,test-healthy-93.jpg,4
379,test-healthy-24.jpg,4
380,test-cmd-384.jpg,3
381,test-cbsd-415.jpg,1
382,test-cmd-311.jpg,3
383,test-cmd-264.jpg,3
384,test-cbsd-7.jpg,1
385,test-cmd-227.jpg,3
386,test-cmd-564.jpg,3
387,test-cgm-94.jpg,2
388,test-cbsd-327.jpg,1
389,test-cgm-230.jpg,2
390,test-cmd-561.jpg,3
391,test-healthy-16.jpg,4
392,test-cmd-686.jpg,3
393,test-cmd-228.jpg,3
394,test-cbb-148.jpg,0
395,test-cgm-81.jpg,2
396,test-cbsd-335.jpg,1
397,test-cbb-122.jpg,0
398,test-cbsd-73.jpg,1
399,test-cmd-503.jpg,3
400,test-cgm-35.jpg,2
401,test-cmd-771.jpg,3
402,test-cbb-29.jpg,0
403,test-cgm-210.jpg,2
404,test-cmd-178.jpg,3
405,test-cmd-4.jpg,3
406,test-cbb-18.jpg,0
407,test-cmd-873.jpg,3
408,test-cmd-358.jpg,3
409,test-cbsd-322.jpg,1
410,test-cbsd-68.jpg,1
411,test-cbb-47.jpg,0
412,test-cbsd-369.jpg,1
413,test-cmd-200.jpg,3
414,test-cmd-14.jpg,3
